Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0890,43.3,13.16,3.1,2.06,1.13,0.32,34.83,66.44,20.19,4.75,3.16,1.0334,2.5539,1.505,1434.4,180.1,1084.6,883.5,14.87,0.998,75.14,5.0,7.25,9.6,3662.9,2.65,0.481,36.9,55.39,74.87
BATCH_0891,44.78,14.43,3.21,2.01,1.13,0.44,35.77,69.71,22.46,5.0,3.13,0.9829,2.7604,1.5967,1396.4,166.8,1138.8,981.8,11.79,0.931,69.26,12.14,7.96,9.53,3653.1,2.91,0.455,35.47,56.34,74.52
BATCH_0892,42.64,14.31,2.93,1.75,1.01,0.25,34.88,65.48,21.97,4.51,2.69,0.9536,3.0551,1.6778,1467.7,180.2,1125.1,941.5,12.58,0.476,62.46,15.87,7.4,8.17,3861.1,2.84,0.522,34.06,54.36,72.92
BATCH_0893,42.4,13.57,2.88,1.82,1.5,0.4,36.02,66.27,21.22,4.5,2.85,0.9942,2.8857,1.5815,1421.0,193.9,1090.2,953.2,11.39,0.826,69.07,8.72,7.12,8.67,3603.5,3.44,0.519,35.02,52.45,72.0
BATCH_0894,45.15,14.59,3.5,1.82,1.44,0.52,35.77,70.29,22.71,5.44,2.84,0.9766,2.744,1.9185,1440.8,165.0,1067.5,901.9,11.59,0.719,67.66,14.08,9.62,8.63,3119.7,3.0,0.441,33.68,53.84,74.37
BATCH_0895,43.84,14.47,3.28,1.73,1.42,0.32,35.6,68.06,22.46,5.09,2.68,0.9622,2.8894,1.8964,1377.9,188.7,1138.3,971.4,12.07,1.122,62.38,17.34,8.95,8.17,4016.3,3.43,0.512,33.39,56.04,74.35
BATCH_0896,43.5,14.0,3.12,2.15,1.49,0.47,34.93,66.86,21.51,4.79,3.31,0.9813,2.6561,1.446,1480.7,183.5,1103.2,883.7,13.15,0.676,66.96,11.15,7.09,10.07,3551.9,2.96,0.471,35.13,57.29,75.74
BATCH_0897,44.5,13.93,3.18,1.81,1.18,0.44,34.54,67.98,21.28,4.86,2.77,1.0116,2.7899,1.7526,1394.9,194.9,1114.4,863.0,13.64,1.316,71.2,7.28,8.18,8.43,3588.6,3.11,0.438,34.65,57.77,72.01
BATCH_0898,42.33,13.45,2.97,2.09,1.43,0.59,36.11,66.26,21.05,4.65,3.27,0.9943,2.6565,1.4203,1352.9,179.5,1084.2,957.9,13.03,1.422,65.44,10.97,6.78,9.96,3686.3,2.52,0.516,32.94,54.18,72.39
BATCH_0899,41.77,14.1,3.61,1.94,1.32,0.39,36.03,65.3,22.04,5.65,3.03,0.9268,2.5391,1.863,1426.7,171.7,1102.9,940.5,9.48,0.367,52.81,23.35,9.84,9.23,3504.4,2.29,0.497,31.63,53.68,73.45
BATCH_0900,42.75,13.99,3.53,2.24,1.58,0.51,34.61,65.37,21.39,5.4,3.42,0.953,2.4241,1.581,1429.9,177.6,1061.4,904.4,11.71,0.725,57.21,18.16,8.54,10.4,3686.7,3.01,0.445,35.01,54.87,72.6
BATCH_0901,41.92,13.75,3.26,1.91,1.44,0.33,35.7,65.2,21.38,5.06,2.97,0.9605,2.6608,1.703,1404.4,199.0,1082.8,905.6,12.7,1.249,58.11,17.47,8.39,9.05,3589.2,2.63,0.497,32.02,54.17,70.43
BATCH_0902,43.99,14.14,3.79,2.2,1.0,0.48,34.74,67.41,21.67,5.8,3.37,0.9651,2.3632,1.7232,1364.3,186.8,1014.3,901.3,11.95,1.043,59.52,17.24,9.68,10.25,3512.8,3.11,0.459,33.69,53.38,72.93
BATCH_0903,44.5,14.75,3.16,1.8,1.36,0.42,34.78,68.23,22.61,4.85,2.77,0.962,2.9707,1.752,1397.8,215.3,1191.3,850.0,10.77,1.207,62.65,17.56,8.16,8.42,3332.0,2.85,0.48,31.76,55.35,75.61
BATCH_0904,42.66,13.88,3.52,2.53,1.55,0.43,34.87,65.5,21.32,5.4,3.88,0.9537,2.2978,1.3919,1408.1,182.7,1168.0,918.2,11.17,0.513,58.89,16.69,7.74,11.8,3728.3,2.87,0.461,34.72,54.96,74.3
BATCH_0905,42.38,13.77,3.33,2.03,1.79,0.5,34.53,64.73,21.03,5.08,3.09,0.9662,2.5728,1.6414,1435.8,173.5,1103.5,964.1,13.88,0.891,59.3,15.56,8.23,9.42,3524.1,2.64,0.437,33.76,52.6,73.46
BATCH_0906,43.23,13.84,3.27,1.98,1.16,0.46,36.47,68.04,21.78,5.15,3.12,0.9833,2.6338,1.6519,1410.4,182.6,1085.9,919.8,11.83,0.743,67.29,11.68,8.37,9.49,3718.4,2.62,0.485,35.63,55.91,72.75
BATCH_0907,44.67,14.41,2.6,2.25,1.7,0.38,35.45,69.21,22.32,4.02,3.48,0.9945,2.9754,1.1551,1425.2,175.2,1126.0,961.3,10.71,0.566,76.11,6.58,4.77,10.59,3625.4,2.89,0.492,35.51,56.27,77.63
BATCH_0908,44.07,13.83,3.47,2.02,1.35,0.47,35.26,68.06,21.35,5.36,3.12,0.9972,2.516,1.7165,1445.6,192.0,1085.2,944.6,14.16,0.986,68.21,9.77,8.93,9.51,3471.6,3.2,0.46,35.78,56.11,70.55
BATCH_0909,45.69,14.56,2.9,2.0,1.3,0.54,35.4,70.73,22.54,4.49,3.09,1.0029,2.9723,1.4533,1497.9,181.3,1113.2,940.8,12.48,0.508,77.55,6.13,6.68,9.41,3612.0,2.94,0.42,38.27,59.56,81.53
BATCH_0910,44.17,12.5,3.05,1.75,1.34,0.35,34.71,67.65,19.15,4.67,2.68,1.1096,2.6061,1.7451,1422.8,170.9,1062.4,944.8,13.18,1.292,87.84,5.0,7.85,8.15,3555.8,2.63,0.476,40.08,58.88,81.3
BATCH_0911,42.76,14.63,2.53,2.08,1.35,0.4,35.69,66.5,22.76,3.93,3.24,0.9427,3.1726,1.2148,1432.5,180.2,1033.0,923.9,12.47,0.645,62.33,18.22,4.95,9.85,4121.5,3.2,0.535,32.93,58.06,73.28
BATCH_0912,43.86,13.49,3.23,2.28,1.26,0.57,34.74,67.21,20.68,4.94,3.5,1.0167,2.4496,1.4138,1371.5,209.1,1150.1,916.4,11.9,1.423,69.98,6.49,7.18,10.64,3566.1,2.79,0.518,35.34,53.45,68.15
BATCH_0913,42.68,14.49,3.15,2.03,1.45,0.2,36.5,67.22,22.82,4.96,3.2,0.9343,2.7976,1.5522,1462.5,191.8,1060.3,874.8,10.99,0.3,60.15,20.06,7.74,9.73,3175.8,2.37,0.401,33.29,56.76,79.44
BATCH_0914,43.67,14.04,3.74,1.93,1.41,0.33,35.09,67.28,21.63,5.76,2.97,0.9691,2.4771,1.9381,1366.0,193.3,1123.2,931.3,13.14,1.218,60.1,16.68,10.24,9.05,3348.6,2.81,0.515,33.14,53.3,69.49
BATCH_0915,43.2,13.97,3.18,1.9,1.47,0.28,35.54,67.03,21.67,4.93,2.94,0.9786,2.7529,1.675,1409.1,208.7,1096.4,883.1,12.86,1.142,65.02,13.07,8.08,8.95,3627.2,2.45,0.503,33.14,52.8,72.72
BATCH_0916,44.38,14.41,3.13,2.15,1.65,0.48,35.37,68.66,22.29,4.84,3.33,0.9755,2.727,1.4515,1368.8,183.7,1091.6,964.5,14.05,1.499,64.6,15.17,7.18,10.15,3320.5,2.56,0.513,29.9,49.68,70.69
BATCH_0917,43.32,13.63,3.7,2.01,1.42,0.42,36.14,67.82,21.34,5.79,3.15,0.9866,2.3863,1.8376,1379.4,177.1,1091.2,975.1,12.79,1.051,64.39,12.6,10.01,9.59,3563.7,2.78,0.479,35.33,56.8,71.16
BATCH_0918,42.55,14.2,2.93,2.1,1.53,0.45,36.27,66.77,22.28,4.6,3.29,0.9534,2.8225,1.4002,1396.4,198.0,1104.3,949.7,14.79,1.436,59.07,19.3,6.64,10.01,3880.0,2.86,0.504,31.36,51.64,72.95
BATCH_0919,44.25,14.44,2.75,2.02,1.63,0.45,36.33,69.49,22.67,4.31,3.17,0.9827,3.0303,1.3615,1418.3,187.6,1044.8,951.5,13.06,1.0,70.99,11.44,6.07,9.64,3555.3,2.87,0.472,34.12,59.42,72.57
BATCH_0920,43.61,13.67,3.14,2.25,1.75,0.34,35.71,67.83,21.26,4.89,3.5,1.0025,2.5343,1.3949,1380.9,203.2,1010.6,879.7,12.13,1.123,70.65,7.64,7.02,10.66,3878.0,3.06,0.463,37.55,59.7,75.35
BATCH_0921,45.16,13.57,3.24,2.27,1.52,0.57,35.76,70.3,21.12,5.05,3.54,1.0417,2.4594,1.4263,1416.2,174.0,1168.8,932.1,13.31,1.062,79.87,5.0,7.39,10.77,3831.8,2.54,0.466,35.42,59.7,80.54
BATCH_0922,45.6,14.92,3.24,1.98,1.42,0.42,34.69,69.82,22.85,4.96,3.03,0.971,2.8613,1.6365,1376.5,181.2,1166.1,848.0,13.74,1.398,65.38,16.2,8.01,9.22,3459.9,3.31,0.459,33.72,55.08,73.83
BATCH_0923,43.03,12.86,3.25,2.26,1.26,0.31,36.28,67.54,20.18,5.1,3.54,1.0401,2.3351,1.4388,1415.2,191.8,1046.2,1013.4,10.55,0.945,77.0,5.0,7.52,10.78,3883.5,3.09,0.506,36.39,57.78,74.48
BATCH_0924,42.86,14.29,2.8,1.67,1.31,0.49,36.22,67.2,22.4,4.38,2.62,0.9644,3.1974,1.6731,1428.9,192.9,999.2,932.6,13.48,0.749,64.88,15.27,7.19,7.97,3815.5,2.77,0.572,29.46,55.68,70.77
BATCH_0925,43.79,13.55,3.67,2.43,1.7,0.48,35.35,67.74,20.96,5.68,3.77,0.997,2.218,1.5092,1410.3,183.5,1079.2,928.9,11.61,0.899,67.18,9.4,8.69,11.46,4135.9,2.89,0.467,35.6,58.35,77.97
BATCH_0926,42.93,14.2,3.16,2.12,0.9,0.4,36.11,67.18,22.22,4.95,3.31,0.9557,2.6901,1.4928,1356.0,161.7,1033.2,878.3,11.68,0.832,61.5,17.3,7.5,10.08,3766.1,2.87,0.423,34.81,58.16,76.88
BATCH_0927,42.01,13.23,3.61,2.2,1.83,0.33,36.44,66.1,20.81,5.68,3.46,0.9815,2.2761,1.6406,1472.8,169.1,1074.9,1028.9,11.25,0.565,64.03,11.37,9.2,10.54,3592.0,2.48,0.437,35.74,55.37,74.69
BATCH_0928,43.1,12.63,3.39,2.34,1.32,0.39,35.57,66.9,19.6,5.25,3.64,1.0526,2.2043,1.4439,1414.3,182.7,1098.1,950.7,14.35,1.167,76.4,5.0,7.77,11.07,3522.7,3.07,0.437,34.92,59.09,77.49
BATCH_0929,42.69,13.41,2.94,1.95,1.24,0.43,35.0,65.68,20.62,4.52,3.0,1.0086,2.7425,1.5092,1474.3,159.0,1082.9,913.4,13.2,0.608,71.6,5.11,6.91,9.12,3560.2,2.61,0.497,33.06,52.32,77.2
BATCH_0930,43.57,13.43,3.45,1.93,1.43,0.35,35.13,67.17,20.7,5.33,2.97,1.0132,2.4956,1.7932,1462.7,169.9,1082.4,957.8,10.96,0.484,72.56,5.0,9.09,9.04,3144.4,2.47,0.491,33.96,54.42,72.58
BATCH_0931,43.54,13.68,3.48,2.24,1.43,0.32,36.13,68.17,21.42,5.46,3.51,0.9908,2.3901,1.5563,1429.6,183.6,1106.0,901.0,11.52,0.831,68.25,9.93,8.53,10.67,3385.6,2.72,0.498,34.39,52.97,72.5
BATCH_0932,43.61,14.89,3.53,2.2,1.19,0.38,34.53,66.61,22.75,5.39,3.37,0.9207,2.5989,1.5993,1422.5,190.4,1131.9,926.8,12.68,0.932,51.83,26.12,8.57,10.25,3385.4,3.31,0.419,32.85,54.39,76.59
BATCH_0933,43.51,14.02,3.41,2.19,1.22,0.37,36.15,68.14,21.95,5.35,3.43,0.9719,2.5012,1.5594,1419.8,198.5,1124.2,893.7,11.12,0.996,64.02,14.63,8.37,10.43,3481.3,3.03,0.478,34.93,53.75,75.68
BATCH_0934,43.24,13.88,3.79,1.89,1.41,0.29,35.19,66.72,21.42,5.85,2.92,0.9683,2.443,2.0033,1402.8,205.3,1043.2,943.5,13.09,1.21,59.11,16.83,10.56,8.89,3729.9,2.45,0.53,34.36,53.12,74.82
BATCH_0935,42.91,13.07,3.11,2.28,1.23,0.17,34.53,65.54,19.97,4.75,3.49,1.0261,2.4239,1.3636,1376.1,192.3,1014.1,901.1,11.92,1.374,71.82,5.0,6.7,10.61,3658.7,2.92,0.476,33.6,56.71,69.29
BATCH_0936,43.32,13.93,3.08,2.5,1.24,0.42,36.06,67.75,21.78,4.82,3.91,0.9773,2.4951,1.2337,1424.0,195.1,1155.2,918.7,12.94,1.051,66.1,12.59,6.16,11.89,3032.0,2.32,0.462,30.85,51.11,72.29
BATCH_0937,40.01,14.67,3.19,1.85,1.58,0.38,36.38,62.89,23.05,5.02,2.91,0.8679,2.909,1.7278,1383.8,185.5,1102.6,895.5,11.35,0.746,38.2,37.28,8.39,8.84,3783.9,2.43,0.456,28.06,54.46,74.05
BATCH_0938,43.37,14.36,3.39,2.65,1.26,0.43,34.66,66.38,21.98,5.18,4.05,0.9428,2.3801,1.2785,1474.2,202.3,1002.5,919.9,14.73,1.238,55.64,21.05,6.88,12.34,3775.9,2.69,0.45,34.2,55.4,72.44
BATCH_0939,42.61,13.48,2.95,2.3,1.03,0.27,36.31,66.9,21.17,4.63,3.6,0.9962,2.5713,1.2841,1434.7,188.1,1020.8,945.1,12.77,0.992,70.01,7.87,6.17,10.97,3618.1,2.93,0.494,34.52,55.36,72.37
BATCH_0940,44.31,13.0,3.66,2.17,1.46,0.5,34.54,67.69,19.86,5.59,3.32,1.05,2.2283,1.6843,1400.2,194.3,1081.2,861.0,11.0,1.3,74.88,5.0,9.2,10.1,3363.6,3.28,0.516,36.39,55.1,71.63
BATCH_0941,43.45,14.19,3.41,2.02,1.31,0.56,36.09,67.99,22.21,5.34,3.16,0.9626,2.6131,1.6877,1444.7,186.1,1059.9,848.5,12.06,0.602,62.75,16.32,8.79,9.62,3522.4,3.06,0.526,33.89,53.22,73.1
BATCH_0942,41.33,13.32,3.51,2.09,1.63,0.34,35.11,63.69,20.53,5.42,3.22,0.9638,2.3778,1.6824,1444.7,169.2,1051.7,915.7,11.5,0.3,59.55,13.94,8.9,9.8,3554.4,2.83,0.518,33.59,55.01,71.86
BATCH_0943,43.78,13.88,3.66,2.4,1.23,0.52,34.86,67.2,21.3,5.61,3.69,0.977,2.2892,1.5217,1437.7,183.7,1088.4,860.7,12.92,0.849,62.95,13.58,8.64,11.23,4098.7,2.6,0.432,35.12,61.3,77.22
BATCH_0944,43.73,14.25,3.21,2.07,1.09,0.17,35.5,67.8,22.1,4.98,3.21,0.9695,2.698,1.5522,1426.9,199.7,1117.2,944.9,14.88,1.21,64.34,14.81,7.77,9.76,3569.3,2.55,0.541,32.06,51.24,68.13
BATCH_0945,42.97,14.94,3.96,2.2,1.35,0.42,35.17,66.29,23.04,6.11,3.39,0.8951,2.4248,1.803,1431.7,202.0,1039.1,967.8,10.36,0.626,44.46,32.52,10.46,10.32,3599.4,2.92,0.48,29.78,53.05,70.57
BATCH_0946,43.85,14.7,3.47,1.96,1.47,0.41,34.58,67.03,22.46,5.31,2.99,0.9413,2.7072,1.7757,1373.4,186.0,1192.8,921.3,10.11,0.877,56.89,21.48,9.01,9.1,3296.6,3.06,0.496,30.36,52.08,70.82
BATCH_0947,45.22,13.84,3.56,1.88,1.36,0.46,34.64,69.18,21.18,5.45,2.88,1.0217,2.5434,1.8943,1471.5,171.0,1079.9,888.3,12.32,0.415,76.27,5.0,9.58,8.76,3240.8,2.88,0.5,35.27,56.21,73.8
BATCH_0948,44.25,13.83,3.1,2.14,1.27,0.3,35.44,68.55,21.43,4.8,3.31,1.0095,2.6429,1.4475,1416.0,164.8,1100.5,934.2,13.78,1.086,73.52,5.97,7.1,10.08,3498.6,2.95,0.495,35.17,54.86,70.87
BATCH_0949,42.56,14.36,2.6,2.37,0.96,0.38,36.44,66.95,22.59,4.08,3.73,0.9489,2.8914,1.0954,1452.9,162.2,1121.2,932.6,12.99,0.359,64.97,15.74,4.51,11.34,3483.7,2.33,0.477,33.81,54.71,74.09
BATCH_0950,43.53,13.97,3.33,2.16,1.55,0.38,35.45,67.43,21.64,5.16,3.34,0.978,2.5446,1.5463,1427.1,174.0,1070.8,973.5,9.43,0.626,66.37,11.96,8.03,10.16,3444.9,2.57,0.488,32.08,54.01,71.59
BATCH_0951,44.45,12.74,3.58,2.56,1.65,0.3,34.69,68.06,19.51,5.49,3.92,1.0675,2.0748,1.4,1403.0,195.5,1087.6,899.8,12.35,1.205,80.12,5.0,7.91,11.92,3567.4,2.44,0.502,35.87,58.32,74.84
BATCH_0952,42.59,13.97,3.52,2.42,0.89,0.32,34.84,65.36,21.45,5.41,3.71,0.9479,2.3516,1.4577,1409.4,186.9,1017.5,880.7,12.7,0.906,56.37,18.96,8.06,11.29,3694.4,2.93,0.49,31.71,53.41,73.12
BATCH_0953,43.22,13.64,2.71,1.67,1.55,0.38,34.51,66.0,20.83,4.14,2.55,1.0163,3.1124,1.6255,1453.6,174.3,1099.9,957.2,14.83,0.845,73.83,5.0,6.67,7.76,3350.0,3.16,0.471,34.51,55.3,71.87
BATCH_0954,43.59,13.88,3.35,2.14,1.54,0.49,35.02,67.09,21.36,5.15,3.3,0.9846,2.5279,1.5622,1359.0,167.2,1088.4,919.1,11.49,1.157,64.6,12.51,8.07,10.04,4095.0,2.86,0.483,36.02,53.99,75.18
BATCH_0955,42.98,14.64,2.46,1.72,1.32,0.61,35.11,66.24,22.57,3.79,2.65,0.9537,3.503,1.4314,1420.9,162.6,1141.1,986.5,11.54,0.576,63.86,16.52,5.57,8.06,3639.2,2.97,0.466,34.11,57.43,77.01
BATCH_0956,44.6,13.11,3.27,2.01,1.26,0.43,35.29,68.93,20.26,5.06,3.11,1.0632,2.4792,1.6262,1459.9,186.8,1084.0,940.6,11.96,0.961,82.37,5.0,8.15,9.47,3949.1,2.18,0.504,37.42,63.19,78.23
BATCH_0957,42.7,13.55,2.96,2.52,1.3,0.3,35.8,66.51,21.1,4.6,3.93,0.9901,2.4725,1.1715,1397.4,175.1,1177.8,931.1,14.35,1.158,67.74,9.4,5.55,11.96,3554.9,2.49,0.528,32.91,54.06,71.28
BATCH_0958,43.45,13.45,3.53,2.33,1.62,0.4,35.8,67.69,20.95,5.5,3.62,1.001,2.2972,1.5166,1394.9,182.9,1147.1,961.0,11.86,1.09,67.98,8.79,8.43,11.03,3272.8,3.1,0.457,34.93,53.01,73.9
BATCH_0959,42.44,13.98,3.37,2.14,1.29,0.51,34.52,64.81,21.34,5.15,3.27,0.9521,2.5331,1.574,1424.9,182.9,1092.1,891.1,14.19,0.797,56.87,18.29,8.11,9.96,4024.4,2.55,0.49,33.06,54.91,75.17
BATCH_0960,43.03,13.55,3.0,1.73,1.4,0.27,35.95,67.18,21.16,4.68,2.7,1.0084,2.8652,1.7316,1418.8,211.7,1074.5,927.8,13.86,1.414,70.39,7.56,7.83,8.23,3673.1,2.69,0.473,33.74,57.14,70.15
BATCH_0961,41.97,14.65,3.31,2.29,1.27,0.29,35.1,64.68,22.57,5.1,3.53,0.9032,2.6161,1.4428,1407.8,196.0,1205.8,940.3,10.53,0.649,48.58,28.06,7.53,10.75,3227.9,2.76,0.472,28.11,49.54,68.91
BATCH_0962,44.42,14.05,3.34,2.33,1.32,0.27,36.42,69.87,22.11,5.25,3.67,0.99,2.4786,1.4305,1462.2,182.0,1107.0,894.7,11.57,0.7,71.86,9.17,7.7,11.17,3846.2,3.04,0.504,36.84,58.03,75.53
BATCH_0963,43.08,13.43,3.14,2.13,1.34,0.32,35.0,66.28,20.66,4.83,3.28,1.0074,2.546,1.4722,1433.8,188.4,1107.3,855.3,11.62,0.74,71.19,5.53,7.25,9.99,4032.8,2.84,0.472,36.49,58.19,77.49
BATCH_0964,43.21,13.95,3.48,1.96,1.3,0.33,36.38,67.92,21.93,5.47,3.09,0.9708,2.5631,1.7702,1408.4,201.4,1128.6,874.8,11.6,1.086,62.79,15.5,9.26,9.4,3373.4,2.58,0.52,30.93,54.18,72.49
BATCH_0965,42.85,13.5,2.99,2.01,1.25,0.38,34.51,65.43,20.61,4.57,3.07,1.0037,2.6997,1.4879,1447.5,190.3,1058.1,926.1,13.47,0.798,69.73,6.5,6.91,9.34,3635.4,3.16,0.473,32.67,52.18,73.97
BATCH_0966,42.44,14.28,3.71,2.26,1.33,0.31,36.36,66.68,22.44,5.83,3.54,0.9244,2.3929,1.6465,1425.1,193.1,1080.6,908.4,16.73,1.321,49.9,26.69,9.47,10.78,3887.5,2.36,0.459,31.23,52.75,77.09
BATCH_0967,43.2,14.76,3.21,2.46,1.69,0.45,35.3,66.76,22.81,4.96,3.8,0.9236,2.603,1.3076,1475.1,201.9,1158.9,844.6,12.14,0.476,55.75,23.33,6.73,11.55,3892.8,2.71,0.533,31.11,53.83,72.75
BATCH_0968,44.77,13.46,2.62,1.66,1.16,0.48,36.3,70.29,21.13,4.12,2.61,1.0682,3.1385,1.5777,1397.8,186.9,1182.3,876.0,13.22,1.471,86.01,5.0,6.5,7.95,3384.8,3.21,0.471,37.15,63.15,79.22
BATCH_0969,44.31,14.2,2.87,2.0,1.26,0.37,35.92,69.15,22.15,4.48,3.13,0.9959,2.9113,1.433,1457.0,157.9,1070.8,904.2,10.53,0.329,75.58,6.5,6.58,9.52,3514.5,3.13,0.472,37.44,58.81,72.33
BATCH_0970,43.39,14.43,3.06,1.83,1.41,0.43,36.29,68.1,22.64,4.8,2.86,0.9589,2.9553,1.6748,1410.8,202.1,975.7,964.8,13.69,1.22,61.92,18.21,7.87,8.72,2766.0,3.19,0.449,29.64,51.83,71.31
BATCH_0971,44.02,14.21,3.25,2.22,1.66,0.46,36.1,68.89,22.23,5.09,3.47,0.9757,2.5968,1.4644,1452.5,166.8,1129.1,939.6,14.19,0.468,68.4,12.14,7.6,10.57,3868.4,2.54,0.55,33.34,54.23,73.33
BATCH_0972,43.38,13.38,3.18,1.95,1.26,0.45,34.86,66.58,20.54,4.88,3.0,1.0193,2.6081,1.6278,1388.4,168.5,1031.4,899.8,14.47,1.079,71.53,5.0,7.86,9.12,3417.1,2.86,0.469,37.61,55.07,72.78
BATCH_0973,42.41,14.24,3.19,2.29,1.23,0.44,35.95,66.22,22.23,4.99,3.57,0.9388,2.5981,1.3975,1439.1,156.9,1099.8,839.4,14.7,0.353,58.64,19.49,7.18,10.86,3552.8,2.8,0.451,35.24,54.79,75.0
BATCH_0974,42.71,13.75,2.82,2.17,0.94,0.4,34.94,65.64,21.14,4.34,3.34,0.9862,2.7538,1.2997,1399.0,195.2,1187.8,906.8,14.59,1.266,65.77,10.98,5.85,10.16,3358.5,3.32,0.496,31.27,53.19,70.13
BATCH_0975,44.01,13.78,2.97,2.08,1.33,0.45,34.86,67.55,21.15,4.56,3.19,1.0118,2.7291,1.427,1416.6,165.1,1128.3,890.4,12.03,0.714,74.2,5.0,6.67,9.72,3659.3,2.39,0.481,37.54,57.49,73.69
BATCH_0976,43.73,13.35,3.51,2.56,1.24,0.28,36.1,68.44,20.89,5.49,4.01,1.0111,2.1986,1.3683,1426.1,193.1,1095.4,877.9,12.34,1.119,71.42,6.0,7.76,12.21,3498.2,2.98,0.515,34.22,54.13,72.23
BATCH_0977,42.76,13.64,2.92,1.87,1.41,0.41,35.78,66.58,21.24,4.54,2.91,0.9966,2.8527,1.5621,1427.8,179.5,1095.8,871.9,11.77,0.815,69.84,8.21,7.11,8.84,3465.3,2.89,0.476,34.34,55.9,74.07
BATCH_0978,41.6,14.09,2.81,2.45,1.49,0.32,35.81,64.81,21.94,4.37,3.82,0.9369,2.6781,1.1453,1411.6,175.7,1126.3,961.7,10.78,0.865,57.28,19.7,5.13,11.62,4001.4,2.54,0.482,33.8,56.45,73.72
BATCH_0979,42.59,13.81,3.47,2.13,1.53,0.47,35.59,66.11,21.44,5.38,3.31,0.9631,2.4662,1.6255,1405.1,164.7,1062.6,876.6,9.72,0.671,60.51,15.82,8.66,10.08,3128.5,3.36,0.464,31.6,51.0,72.03
BATCH_0980,43.25,13.65,3.37,1.93,1.43,0.28,34.53,66.06,20.85,5.15,2.94,0.9937,2.576,1.7519,1422.9,178.1,1059.8,926.6,12.74,1.05,66.14,9.88,8.68,8.95,3198.6,2.78,0.457,34.41,55.17,72.23
BATCH_0981,42.6,12.87,3.12,1.57,1.36,0.28,36.07,66.63,20.14,4.88,2.46,1.0436,2.7424,1.9826,1529.0,195.9,1103.6,973.3,13.56,0.467,78.75,5.0,8.77,7.49,3443.6,3.11,0.451,39.29,61.52,77.99
BATCH_0982,44.75,14.18,4.05,2.01,1.26,0.39,36.32,70.27,22.27,6.37,3.15,0.9752,2.3403,2.0205,1468.2,174.5,1106.2,923.9,12.56,0.395,66.17,13.94,11.54,9.59,3565.7,2.75,0.48,37.5,60.75,74.71
BATCH_0983,42.78,13.69,3.26,2.11,1.43,0.41,34.77,65.58,20.98,5.0,3.24,0.9809,2.5478,1.5428,1441.9,219.6,1161.5,905.5,14.32,1.104,63.0,12.63,7.76,9.86,3458.4,3.01,0.5,32.55,51.76,69.0
BATCH_0984,42.51,14.67,3.1,2.2,1.82,0.33,34.63,65.03,22.44,4.75,3.37,0.9197,2.7657,1.4102,1422.4,195.8,1147.6,906.9,11.72,0.767,52.95,24.39,6.88,10.24,3962.0,2.72,0.482,30.82,55.62,74.95
BATCH_0985,42.79,12.78,3.6,1.94,1.65,0.47,35.07,65.9,19.68,5.54,2.99,1.0348,2.3079,1.8528,1430.1,179.4,1135.1,882.8,14.5,1.138,70.56,5.0,9.62,9.09,3973.8,2.76,0.484,37.24,58.25,77.48
BATCH_0986,43.09,13.53,2.76,2.1,1.41,0.27,35.23,66.52,20.9,4.25,3.24,1.0122,2.7881,1.3127,1368.4,187.3,1143.6,927.6,14.23,1.459,71.67,5.84,5.79,9.86,3586.4,2.52,0.433,37.18,57.89,71.55
BATCH_0987,42.51,13.34,3.47,2.17,1.17,0.54,34.5,64.9,20.37,5.3,3.31,0.99,2.3654,1.6012,1486.3,154.4,1158.9,913.2,11.09,0.3,65.44,9.04,8.45,10.08,3486.8,2.64,0.484,37.09,54.39,69.89
BATCH_0988,43.88,13.68,3.59,1.86,1.38,0.44,35.25,67.77,21.12,5.54,2.87,1.0017,2.512,1.9288,1379.0,195.5,1125.5,855.6,12.44,1.371,66.52,10.37,9.82,8.74,3452.5,2.36,0.488,36.27,53.61,73.99
BATCH_0989,43.19,13.27,3.32,1.69,1.19,0.53,35.74,67.21,20.65,5.17,2.63,1.0224,2.6512,1.9675,1420.3,168.8,1097.7,917.5,13.34,0.626,73.29,5.0,9.25,7.99,3340.8,2.51,0.499,35.71,58.12,74.0
BATCH_0990,42.45,13.97,3.45,2.08,1.36,0.26,35.36,65.67,21.61,5.34,3.22,0.9514,2.5221,1.6572,1467.5,177.5,1126.9,946.9,11.56,0.341,60.04,16.67,8.71,9.81,3933.6,2.46,0.544,32.25,52.97,73.08
BATCH_0991,43.76,13.84,3.23,2.09,1.08,0.43,35.42,67.77,21.43,5.01,3.24,0.9949,2.5974,1.5444,1407.4,175.4,1080.1,918.4,12.89,0.952,69.0,9.38,7.78,9.87,3888.7,3.03,0.478,34.57,58.23,74.83
